TID,EN
TID_CLUB_LEAGUE_INFO_PAGE_1_TITLE,<cFCBC22>SEASONS & EVENT DAYS</c>
TID_CLUB_LEAGUE_INFO_PAGE_1_DESC,During each weekly season your Club will compete against 7 other Clubs in your League.\n\nPlay Club League events over 3 separate Event Days and win daily Club trophies for your Club. The Clubs with the most trophies at the end of each day will earn the most points for the season leaderboard.\n\nClub Trophies RESET at the end of each Event Day.\n\n<cFCBC22>TIP: Team up with other Club members to earn bonus Club trophies!</c>
TID_CLUB_LEAGUE_INFO_PAGE_2_MARKER,Tickets
TID_CLUB_LEAGUE_INFO_PAGE_2_TITLE,<cFCBC22>TICKETS</c>
TID_CLUB_LEAGUE_INFO_PAGE_2_DESC,"Playing Club League events requires Tickets. Every Club member will have Tickets to play each Event Day.\n\nPlay all your tickets to maximize your season reward, and get as many club trophies for your club as you can!"
TID_CLUB_LEAGUE_INFO_PAGE_3_MARKER,Leagues
TID_CLUB_LEAGUE_INFO_PAGE_3_TITLE,<cFCBC22>LEAGUES</c>
TID_CLUB_LEAGUE_INFO_PAGE_3_DESC,The Clubs with the most season points at the end of the week will be promoted to the next league while the bottom performing Clubs will be demoted. Climb to the highest league for higher challenge and rewards.
TID_CLUB_LEAGUE_INFO_PAGE_4_MARKER,Club Shop
TID_CLUB_LEAGUE_INFO_PAGE_4_TITLE,<cFCBC22>CLUB SHOP</c>
TID_CLUB_LEAGUE_INFO_PAGE_4_DESC,"Participating in Club League earns you Club Coins. The higher your League and season ranking the more Club Coins you can win. Play all your tickets in a season to collect all your Club Coin rewards.\n\nSpend your Club Coins in the Club Shop! You can find exclusive Skins, stock up on additional Power Points, Coins and Gear items. Check it out!"
TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_1,COMPETE AGAINST 7 CLUBS
TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_2,3 EVENT DAYS
TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_3,PLAY EVENTS FOR CLUB TROPHIES
TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_4,DO YOUR BEST EACH EVENT DAY...
TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_5,TO TOP THE SEASON LEADERBOARD!
TID_CLUB_LEAGUE_INFO_PAGE_2_IMAGE_1,EVENTS COST TICKETS
TID_CLUB_LEAGUE_INFO_PAGE_2_IMAGE_2,YOU GET TICKETS EVERY EVENT DAY
TID_CLUB_LEAGUE_INFO_PAGE_2_IMAGE_3,PLAY ALL YOUR TICKETS FOR MAXIMAL REWARD
TID_CLUB_LEAGUE_INFO_PAGE_3_IMAGE_1,SEASON ENDS AFTER EVENT DAY 3
TID_CLUB_LEAGUE_INFO_PAGE_3_IMAGE_2,HIGHEST RANKED CLUBS ARE PROMOTED
TID_CLUB_LEAGUE_INFO_PAGE_3_IMAGE_3,LOWEST RANKED CLUBS ARE DEMOTED
TID_CLUB_LEAGUE_INFO_PAGE_3_IMAGE_4,EVERY PARTICIPATING PLAYER GETS CLUB COIN REWARDS
TID_CLUB_LEAGUE_INFO_PAGE_4_IMAGE_1,VISIT THE CLUB SHOP FOR...
TID_CLUB_LEAGUE_INFO_PAGE_4_IMAGE_2,EXCLUSIVE SKINS!
TID_CLUB_LEAGUE_INFO_PAGE_4_IMAGE_3,POWER POINTS FOR ANY BRAWLER!
TID_CLUB_LEAGUE_INFO_PAGE_4_IMAGE_4,GEAR ITEMS FOR BRAWLERS OVER POWER LEVEL 10!
TID_CLUB_LEAGUE_ONBOARDING_TITLE,КЛУБОВА ЛІГА
TID_CLUB_LEAGUE_ONBOARDING_WELCOME,Weekly Club competition
TID_CLUB_LEAGUE_ONBOARDING_COMPETE_DESC,8 Clubs compete each season
TID_CLUB_LEAGUE_ONBOARDING_TAP_TO_CONTINUE,Tap to continue
TID_CLUB_LEAGUE_ONBOARDING_LETS_GO,LET'S GO
TID_CLUB_LEAGUE_ONBOARDING_EVENT_DAYS,3 Event Days
TID_CLUB_LEAGUE_ONBOARDING_TEAM_UP,Team Up with your Club!
TID_CLUB_LEAGUE_ONBOARDING_EVENTS,EVENTS
TID_CLUB_LEAGUE_ONBOARDING_TICKETS,Cost tickets to play
TID_CLUB_LEAGUE_ONBOARDING_CLUB_TROPHIES,Earn Club trophies
TID_CLUB_LEAGUE_ONBOARDING_MORE_TROPHIES_1,More trophies
TID_CLUB_LEAGUE_ONBOARDING_MORE_TROPHIES_2,Means more points
TID_CLUB_LEAGUE_ONBOARDING_MORE_TROPHIES_3,To climb the leaderboard
TID_CLUB_LEAGUE_ONBOARDING_CLUB_COIN_REWARDS,Club Coins are rewarded at the end of the week!
TID_CLUB_LEAGUE_ONBOARDING_CLUB_SHOP,Spend your Club Coins in the Club Shop!
TID_CLUB_LEAGUE_ONBOARDING_DAY_1,DAY 1
TID_CLUB_LEAGUE_ONBOARDING_DAY_2,DAY 2
TID_CLUB_LEAGUE_ONBOARDING_DAY_3,DAY 3
TID_CLUB_LEAGUE_SEASON_MAX_REWARD,Max reward:
TID_CLUB_SHOP_TITLE,CLUB SHOP
TID_CLUB_SHOP_BUTTON,CLUB SHOP
TID_CLUB_SHOP_DESC,Boost your progress and buy exclusive skins!
TID_CLUB_SHOP_SKIN_BRAWLER_LOCKED,Brawler locked
TID_CLUB_SHOP_SKIN_BRAWLER_LOCKED_DESC,Unlock Brawler to buy this Skin!
TID_CLUB_LEAGUE_SEASON_END_NOTIFICATION,"CLUB LEAGUE SEASON END: Your Club achieved RANK <RANKING>, and as a reward you gained <COINS> <cEE1B39>Club Coins</c>!"
TID_CLUB_LEAGUE_SEASON_END_NOTIFICATION_NO_REWARD,"CLUB LEAGUE SEASON END: Your Club achieved RANK <RANKING>, but you didn't compete this season. Participate in the next season to earn Club Coins!"
TID_CLUB_LEAGUE_SEASON_REWARD_TABLE_TITLE,END OF SEASON MAXIMUM REWARDS
TID_CLUB_LEAGUE_SEASON_REWARD_TABLE_SUBTITLE,Play all your Tickets in a season to receive your max reward!
TID_CLUB_LEAGUE_SEASON_REWARD_MAX,MAX
TID_CLUB_LEAGUE_SEASON_PROMOTING_DESC,Promoting to higher League
TID_CLUB_LEAGUE_SEASON_DEMOTING_DESC,Demoting to lower League
TID_CLUB_LEAGUE_LOOKING_FOR_TEAM,Looking for a Team:
TID_CLUB_LEAGUE_LOOKING_FOR_PLAYERS,Looking for Players:
TID_CLUB_INFO_TAB_PLAYER_RANKS,PLAYER RANKS
TID_CLUB_INFO_TAB_LEAGUE_SEASON,CLUB LEAGUE SEASON
TID_CLUB_INFO_TAB_LEAGUE_EVENT_DAY,EVENT DAY <NUM>
TID_CLUB_INFO_TAB_LEAGUE_EVENT_DAY_NONE,EVENT DAY
TID_CLUB_MEMBER_LEAGUE_TICKETS,<NUM>/<MAX>
TID_CLUB_UNLOCK_ALREADY_IN_CLUB,You're already in a Club!
TID_LOOKING_FOR_CLUB_TEAM_FOUND_SUGGESTION,There's already a Club team!
TID_LOOKING_FOR_CLUB_PLAYERS_FOUND_SUGGESTION,There are Club mates online!
TID_CLUB_MIGRATION_POPUP_TITLE,WELCOME TO YOUR NEW CLUB
TID_CLUB_MIGRATION_POPUP_DESC,"All Clubs will enter Club League, where each Club can have up to <NUM> members. This is your new Club for taking part in that competition!\n\nWe hope you have fun in your new Club and enjoy playing in the leagues!"
TID_CLUB_MIGRATION_LETS_GO,LET'S GO!
TID_CLUB_MIGRATION_NEW_CLUB_DESC,You are now a member of:
TID_FRIEND_STATUS_POWER_MATCH,Power Match
TID_CLAN_MEMBER_ONLINE_STATUS_16,<cE8004C>POWER MATCH</c>
TID_TEAM_MEMBER_STATUS_16,<cE8004C>POWER MATCH</c>
TID_TEAM_MEMBER_STATUS_NEW_16,POWER MATCH
TID_CLUB_INFO_COLUMN_TROPHIES,TROPHIES
TID_CLUB_INFO_COLUMN_POWER_LEAGUE_RANK,POWER LEAGUE RANK
TID_CLUB_INFO_COLUMN_LAST_ONLINE,LAST ONLINE
TID_CLUB_INFO_COLUMN_NAME,NAME
TID_CLUB_INFO_COLUMN_TICKETS_USED,TICKETS USED
TID_CLUB_INFO_COLUMN_CLUB_TROPHIES,CLUB TROPHIES
TID_BATTLE_LOG_RANKED_CLUB_LEAGUE,CLUB LEAGUE POWER MATCH
TID_BATTLE_LOG_REPLAY_INFO_REPLAYS_RANKED_CLUB_LEAGUE,Reach RANK <RANK> to unlock Power Match replays
TID_RANKED_COOLDOWN_FLOATER_CLUB_LEAGUE,Can't start match. You are suspended from Club League Power Matches for <TIME>.
TID_MSG_RANKED_CLUB_LEAGUE_ABANDON_MATCH,You left a Club League Power Match before it ended! Doing so repeatedly will result in a temporary suspension from playing Club League Power Matches.
TID_MSG_RANKED_CLUB_LEAGUE_ABANDON_MATCH_BANNED,"You have been temporarily suspended from playing Club League Power Matches, due to leaving too many matches!\n\nRepeated offenses will incur longer suspensions."
TID_CLUB_EVENT_INFO_WIN_MATCH,WIN MATCH
TID_CLUB_EVENT_INFO_DRAW_MATCH,DRAW MATCH
TID_CLUB_EVENT_INFO_LOSE_MATCH,LOSE MATCH
TID_CLUB_EVENT_INFO_TEAM_UP_RANDOMS,Team up with Randoms
TID_CLUB_EVENT_INFO_TEAM_UP_CLUB_MEMBERS,Team up with Club Members
TID_CLUB_EVENT_INFO_CLUB_TROPHY_REWARDS,CLUB TROPHY REWARDS
TID_REWARD_DESC_GEAR_TOKENS,GEAR TOKENS
TID_REWARD_DESC_GEAR_TOKEN_SINGLE,GEAR TOKEN
TID_REWARD_DESC_GEAR_SCRAP,GEAR SCRAP
TID_CLUB_LEAGUE_REGISTRATION_CLOSED_RACE_MESSAGE,Hey! Looks like you're too late to play in this season.\n\nFeel free to still look around & spectate your Club before the next season starts!
TID_CLUB_LEAGUE_REGISTRATION_CLOSED_SHOP_MESSAGE,Come check out what's in the Club Shop!
TID_CLUB_LEAGUE_FLOW_END_OF_SEASON_LEADERBOARD_TITLE,Final Results:
TID_CLUB_LEAGUE_TEASER_TITLE,КЛУБОВА ЛІГА
TID_CLUB_LEAGUE_TEASER_JOIN_CLUB,JOIN A CLUB
TID_CLUB_LEAGUE_TEASER_MESSAGE,Compete with your Club to boost your progress & earn exclusive skins!
TID_CLUB_LEAGUE_TEASER_REACH_TROPHIES_TO_UNLOCK,Reach <NUM> trophies to unlock Clubs
TID_CLUB_LEAGUE_TEASER_JOIN_A_CLUB,Join a Club to compete next season
TID_CLUB_LEAGUE_TEASER_FIND_OUT_MORE,FIND OUT MORE
TID_CLUB_LEAGUE_EVENTS_DAYS_CURRENT_SEASON,Current Season Schedule:
TID_CLUB_LEAGUE_EVENTS_DAYS_NEXT_SEASON,Next Season Schedule:
TID_CLUB_LEAGUE_EVENTS_DAY_STARTS_IN,Starts in: <TIME>
TID_CLUB_LEAGUE_EVENTS_DAY_ENDS_IN,Ends in: <TIME>
TID_CLUB_LEAGUE_EVENTS_INFO_BUTTON,WHAT IS CLUB LEAGUE?
TID_CLUBS_MEMBERS_CLUB_TROPHIES,Club Trophies
TID_CLUBS_MEMBERS_TICKETS_USED,Tickets Used
TID_CLUBS_MEMBERS_POWER_LEAGUE_RANK,Power League Rank
TID_CLUB_TEAM_INVITE,TEAM UP WITH YOUR CLUB MATES
TID_SHOP_SCMAKE_INFO,Skin set
TID_SKIN_GROUP_OWNED,<NUM>/<MAX> Owned
TID_SHOP_SCMAKE_SKINS,SUPERCELL MAKE SKINS
TID_SKIN_INFO_LEGENDARYSET_SKINS,Legendary Skins
TID_SHOP_LEGENDARYSET_SKINS_GROUP,Legendary Skins
TID_SHOP_LEGENDARYSET_TITLE,LEGENDARY
TID_SHOP_LEGENDARYSET_INFO,Skin set
TID_SHOP_HERO_OFFER_LABEL,NEW BRAWLER: <BRAWLER>
TID_MATCHMAKE_FAILED_24,Not enough Tickets!
TID_EMOTE_BUNDLE_BRAWLOWEEN_PACK,Brawl-o-ween pin pack
TID_SKIN_INFO_BRAWLYWOOD,Brawlywood Skins
TID_SHOP_BRAWLYWOOD_INFO,Skin set
TID_SHOP_BRAWLYWOOD_TITLE,BRAWLYWOOD
TID_SHOP_BRAWLYWOOD_SKINS,Brawlywood Skins
TID_SHOP_OFFER_INFO_STARTER_PACK_GUARANTEED_BOX,Random <RARITY> Brawler!
TID_TEAM_SETTING_TOURNAMENT_MODE,Tournament Mode
TID_GATCHA_SCREEN_GEAR_SCRAP_DROP_TITLE,GEAR SCRAP
TID_GATCHA_SCREEN_GEAR_SCRAP_DROP_DESC,Use Gear Scrap to upgrade Gears
TID_TEAM_ERROR_49,Team join request failed. You are not in the same Club
TID_TEAM_ERROR_50,Cannot join team. You are not in the same Club
TID_GHOST_SQUEAK_SKIN,ПРИВИД СКВІК
TID_SURGE_KONG_SKIN,ВОЛЬТ КОНГ
TID_HEADLESS_RIDER_STU_SKIN,БЕЗГОЛОВИЙ СТУ
TID_COUNT_PENGULA_MRP_SKIN,МІСТЕР ПЕНГУЛА
TID_SWAMP_GENE_SKIN,БОЛОТНИЙ ДЖИН
TID_GHOST_SQUEAK_SKIN_SHOP,ПРИВИД\nСКВІК
TID_SURGE KONG_SKIN_SHOP,ВОЛЬТ КОНГ
TID_HEADLESS_RIDER_STU_SKIN_SHOP,БЕЗГОЛОВИЙ\nСТУ
TID_COUNT_PENGULA_MRP_SKIN_SHOP,МІСТЕР\nПЕНГУЛА
TID_SWAMP_GENE_SKIN_SHOP,БОЛОТНИЙ\nДЖИН
TID_DIRECTOR_BUZZ_SKIN,РЕЖИСЕР БАЗ
TID_DIRECTOR_BUZZ_SKIN_SHOP,РЕЖИСЕР\nБАЗ
TID_CAT_BURGLAR_JESSIE_SKIN,КРАДІЙКА КІШКА ДЖЕССІ
TID_CAT_BURGLAR_JESSIE_SKIN_SHOP,КРАДІЙКА КІШКА\nДЖЕССІ
TID_CAPTAIN_CROW_SKIN,КАПІТАН ВОРОН
TID_CAPTAIN_CROW_SKIN_SHOP,КАПІТАН\nВОРОН
TID_SQUEAKBUSTER_GALE_SKIN,СКВІКБАСТЕР ГЕЙЛ
TID_SQUEAKBUSTER_GALE_SKIN_SHOP,СКВІКБАСТЕР\nГЕЙЛ
TID_B800_BULL_SKIN,Б-800
TID_B800_BULL_SKIN_SHOP,Б-800
TID_TRUE_GOLD_BIBI_SKIN,СПРАВЖНЯ ЗОЛОТА БІБІ
TID_TRUE_GOLD_BIBI_SKIN_SHOP,СПРАВЖНЯ ЗОЛОТА\nБІБІ
TID_TRUE_SILVER_BIBI_SKIN,СПРАВЖНЯ СРІБНА БІБІ
TID_TRUE_SILVER_BIBI_SKIN_SHOP,СПРАВЖНЯ СРІБНА\nБІБІ
TID_TRUE_GOLD_CARL_SKIN,СПРАВЖНІЙ ЗОЛОТИЙ КАРЛ
TID_TRUE_GOLD_CARL_SKIN_SHOP,СПРАВЖНІЙ ЗОЛОТИЙ\nКАРЛ
TID_TRUE_SILVER_CARL_SKIN,СПРАВЖНІЙ СРІБНИЙ КАРЛ
TID_TRUE_SILVER_CARL_SKIN_SHOP,СПРАВЖНІЙ СРІБЛИЙ\nКАРЛ
TID_TRUE_GOLD_AMBER_SKIN,СПРАВЖНЯ ЗОЛОТА АМБЕР
TID_TRUE_GOLD_AMBER_SKIN_SHOP,СПРАВЖНЯ ЗОЛОТА\nАМБЕР
TID_TRUE_SILVER_AMBER_SKIN,СПРАВЖНЯ СРІБНА АМБЕР
TID_TRUE_SILVER_AMBER_SKIN_SHOP,СПРАВЖНЯ СРІБНА\nАМБЕР
TID_TRUE_GOLD_COLETTE_SKIN,СПРАВЖНЯ ЗОЛОТА КОЛЕТ
TID_TRUE_GOLD_COLETTE_SKIN_SHOP,СПРАВЖНЯ ЗОЛОТА\nКОЛЕТ
TID_TRUE_SILVER_COLETTE_SKIN,СПРАВЖНЯ СРІБНА КОЛЕТ
TID_TRUE_SILVER_COLETTE_SKIN_SHOP,СПРАВЖНЯ СРІБНА\nКОЛЕТ
TID_TRUE_GOLD_DYNAMIKE_SKIN,СПРАВЖНІЙ ЗОЛОТИЙ ДИНАМАЙК
TID_TRUE_GOLD_DYNAMIKE_SKIN_SHOP,СПРАВЖНЕ ЗОЛОТО\nДИНАМАЙК
TID_TRUE_SILVER_DYNAMIKE_SKIN,СПРАВЖНІЙ СРІБНИЙ ДИНАМАЙК
TID_TRUE_SILVER_DYNAMIKE_SKIN_SHOP,СПРАВЖНІЙ СРІБНИЙ\nДИНАМАЙК
TID_MATCHMAKE_FAILED_8,Matchmake failed: Event is unavailable
TID_TEAM_ERROR_51,Team join request failed: Event is unavailable
TID_TEAM_ERROR_52,Cannot join team: Event is unavailable
TID_TEAM_ERROR_53,Team requires more members
TID_TEAM_ERROR_54,Cannot select Event. This Event is for Club members only
TID_CROSS_BOMBER,ГРІМ
TID_CROSS_BOMBER_SHORT_DESC,ВОЇН
TID_CROSS_BOMBER_DESC,Watchman Grom's priority is to keep guard. He throws his trusty radio at his enemies. His Super is a big bad bomb that breaks walls and pushes back enemies!
TID_CROSS_BOMBER_WEAPON,BUD GO BOOM!
TID_CROSS_BOMBER_WEAPON_DESC,"Grom hurls Bud, his exploding walkie-talkie! The blast moves in the shape of a cross, hurting enemies caught in its path."
TID_CROSS_BOMBER_ULTI,GROM BOMB
TID_CROSS_BOMBER_ULTI_DESC,"Grom launches a devastating bomb with Bud's help! The Grom Bomb inflicts huge damage, breaks walls and the force from its blast pushes all enemies backwards."
TID_SPEC_ABI_CROSS_BOMBER_1,FOOT PATROL
TID_SPEC_ABI_CROSS_BOMBER_1_DESC,"When Grom's Super is fully charged, he gains <c00cc00>+<VALUE1>%</c> faster movement speed!"
TID_SPEC_ABI_CROSS_BOMBER_2,X-FACTOR
TID_SPEC_ABI_CROSS_BOMBER_2_DESC,The split from Grom's main attack deals up to <c00cc00>+<VALUE1>%</c> extra damage at max distance.
TID_ACCESSORY_CROSS_BOMBER_WATCHTOWER,WATCHTOWER
TID_ACCESSORY_CROSS_BOMBER_WATCHTOWER_DESC,Grom ejects a Watchtower from his Grom Bomb that gives all allies sight into bushes over a large area. The watchtower slowly loses health over time.
TID_HOMEPAGE_GUIDE_FIRST_GEAR,Craft your first Gear
TID_FIRST_GEAR_TUTORIAL_COLLECT_MORE,Collect more Scrap and Gear Tokens from Brawl Boxes or the Club Shop to craft and upgrade your Gear
TID_FIRST_GEAR_TUTORIAL_TITLE,GEAR SLOT
TID_FIRST_GEAR_TUTORIAL_TITLE_DESC,Unlocked!
TID_FIRST_GEAR_TUTORIAL_HEADER,Gear
TID_FIRST_GEAR_TUTORIAL_HEADER_DESC,Craft extra abilities for the Brawlers of your choice
TID_FIRST_GEAR_TUTORIAL_UNLOCK,Brawlers unlock their 1st gear slot at Power Level 10
TID_FIRST_GEAR_TUTORIAL_COLLECT,Collect Gear crafting items
TID_FIRST_GEAR_TUTORIAL_CRAFT,Craft your Gear. Each Gear can have 3 Levels!
TID_FIRST_GEAR_TUTORIAL_GET_SCRAP_TOKENS,Let's make your first Gear!
TID_FIRST_GEAR_TUTORIAL_GET_SCRAP_TOKENS_DESC,Here are the items you'll need
TID_FIRST_GEAR_TUTORIAL_BUTTON_NEXT,LET'S GO!
TID_FIRST_GEAR_TUTORIAL_BUTTON_COLLECT,COLLECT!
TID_FIRST_GEAR_TUTORIAL_UNLOCK_POWER,POWER
TID_FIRST_GEAR_TUTORIAL_UNLOCK_POWER_AMOUNT,10
TID_SETTINGS_HAPTICS,ВІБРАЦІЇ
TID_HERO_INFO_GEAR_BLOCKED,Power up <HERONAME> with Gear! This Gear slot is available after reaching Power Level <LEVEL>.
TID_BRAWL_PASS_SEASON_8,BRAWLYWOOD
TID_CHOLLA_SKIN,БУНТАРИЦЯ ЛОЛА
TID_CHOLLA_SKIN_SHOP,БУНТАРИЦЯ\nЛОЛА
TID_SKIN_INFO_WF_2021,World Finals 2021 skin
TID_POTATO_SQUEAK_SKIN,КАРТОПЛЯНИЙ СКВІК
TID_POTATO_SQUEAK_SKIN_SHOP,КАРТОПЛЯНИЙ\nСКВІК
TID_RANCID_MIKE_SKIN,СИРОВИЙ МАЙК
TID_RANCID_MIKE_SKIN_SHOP,СИРОВИЙ\nМАЙК
TID_CHICKEN_RICO_SKIN,КУРКА РІКО
TID_CHICKEN_RICO_SKIN_SHOP,КУРКА\nРІКО
TID_TEAM_AD_JOIN_FAIL_PLAYER_NOT_IN_CLUB_LEAGUE,Cannot join. You are not a participant of this team's Club League Season.
TID_TEAM_REQUEST_INVITE_FAIL_PLAYER_NOT_IN_CLUB_LEAGUE,Cannot invite. This player is not a participant of your Club League Season.
TID_CLUB_LEAGUE_MIGRATION_REMAIN,"Great news, you have remained in your Club! You are unaffected by the recent downsizing of Clubs. In case you're wondering what happened to the some other members, we've migrated them to other Clubs."
TID_CLUB_LEAGUE_MIGRATION_NEW_CLUB_LEADER,"Due to the recent downsizing of Clubs, you have been moved to a new one. As a result, you have been promoted as the Club's new President.\n\nWith great power comes great responsibility."
TID_CLUB_LEAGUE_MIGRATION_NEW_CLUB_MEMBER,"Due to the recent downsizing of Clubs, you have been moved to a new one. You aren't alone, some of your old Club mates have also moved with you. You don't need to commit to this change, and are free to leave and search for a new Club."
TID_CLUB_LEAGUE_MIGRATION_KICKED,"Due to the recent downsizing of Clubs you have been kicked for inactivity. If you want to participate in Club League, search for a new Club and we'll find you a new home!"
TID_CLUB_LEAGUE_MIGRATION_NO_CLUB_FOUND,"Oof, we couldn't find a suitable Club for you. If you want to play in Club League, your best option is to use the search to find a new Club."
TID_LOOKING_TOGGLE_LOOKING_FOR_A_TEAM,You are now shown as LOOKING FOR A TEAM to others online
TID_LOOKING_TOGGLE_LOOKING_FOR_PLAYERS,Your Team is now shown as LOOKING FOR PLAYERS to others online
TID_CLUB_JOIN_FAIL_FEATURE_LOCKED,Cannot join club. Clubs unlock at <NUM> trophies.
TID_CLUB_LEAGUE_LEAGUES_POPUP_CURRENT_LEAGUE,CURRENT LEAGUE
TID_CLUB_LEAGUE_LEAGUES_POPUP_MESSAGE,Promotion & demotions at the end of each Club League season!\nClimb the leagues to increase your Club Coin rewards.
TID_CLUB_LEAGUE_LEAGUES_POPUP_BUTTON,OK
TID_CLUB_LEAGUE_LEAGUES_POPUP_TITLE,LEAGUES
TID_IMPORTANT_MESSAGE_TITLE,IMPORTANT NOTICE
TID_MSG_RANKED_CLUB_LEAGUE_ABANDON_MATCH_BANNED_AND_TICKET_PENALTY,"Due to leaving too many matches, you are temporarily suspended from playing Club League Power Matches! Club Ticket(s) have also been deducted as a penalty.\n\nRepeated offenses will incur longer suspensions and losing more Club Tickets."
TID_TEAM_ERROR_127,Invite failed. Player can't participate in an ongoing Club League season!
TID_TEAM_ERROR_128,Invite failed. Player doesn't have enough Club Tickets!
TID_TEAM_ERROR_129,Team join request failed. You can't participate in an ongoing Club League season!
TID_TEAM_ERROR_130,Can't join team. You can't participate in an ongoing Club League season!
TID_TEAM_ERROR_131,Team join request failed. You don't have enough Club Tickets!
TID_TEAM_ERROR_132,Can't join team. You don't have enough Club Tickets!
TID_TEAM_AD_JOIN_FAIL_NOT_ENOUGH_TICKETS_PLAYER,Can't join team. Player doesn't have enough Club Tickets!
TID_TEAM_AD_JOIN_FAIL_NOT_ENOUGH_TICKETS_YOU,Can't join team. You don't have enough Club Tickets!
TID_TEAM_REQUEST_INVITE_FAIL_NOT_ENOUGH_TICKETS_YOU,Can't invite. You don't have enough Club Tickets!
TID_TEAM_REQUEST_INVITE_FAIL_NOT_ENOUGH_TICKETS_PLAYER,Can't invite. Player doesn't have enough Club Tickets!
TID_KICKER_DUDE,ФЕНГ
TID_KICKER_DUDE_SHORT_DESC,ВОЇН
TID_KICKER_DUDE_DESC,Fang kicks first and he kicks fast. His main attack is a hefty kick that sends his shoe flying! Fang's Super is a powerful kick that will chain hit multiple enemies who are close together.
TID_KICKER_DUDE_WEAPON,WU-SHOE
TID_KICKER_DUDE_WEAPON_DESC,"Fang unleashes a swift kick with a hidden trick. If the kick misses the target, his shoe will fly off his foot!"
TID_KICKER_DUDE_ULTI,SNEAK AHEAD
TID_KICKER_DUDE_ULTI_DESC,"Fang flies into a nasty kick that upon contact, can chain a further 3 consecutive kicks to nearby enemies."
TID_SPEC_ABI_KICKER_DUDE_1,FRESH KICKS
TID_SPEC_ABI_KICKER_DUDE_1_DESC,"""When Fang defeats an enemy brawler with his Super, it's recharged instantly. Allowing him to use his Super again!"""
TID_SPEC_ABI_KICKER_DUDE_2,DIVINE SOLES
TID_SPEC_ABI_KICKER_DUDE_2_DESC,Reduce <c00cc00><VALUE2></c> damage from incoming hits once every <c00cc00><VALUE1></c> seconds. Maximum reduction is <c00cc00><VALUE3>%</c> of the incoming damage.
TID_ACCESSORY_KICKER_DUDE_GADGET,CORN-FU
TID_ACCESSORY_KICKER_DUDE_GADGET_DESC,"Fang tosses a handful of corn kernels into the air, making it rain popcorn! Each kernel pop deals <c00cc00><VALUE1></c> damage."
TID_GAME_MODE_24,DUELS
TID_GAME_MODE_24_DESC,"Assemble a team of 3 brawlers to battle against an opposing team in an elimination format Duel. Each round is a 1 vs 1 battle, and ends when a brawler is defeated. Win 3 rounds to win the match!\n\nPicking an effective squad of brawlers in the right order can greatly enhance your chances of winning."
TID_NOTIFICATION_TAG_TEAM,A new DUELS map is available! Time to win new Rewards!
TID_TAG_TEAM_INTRO_TEXT,Defeat all enemy brawlers!
TID_REWARD_INFO_RESOURCE_CLUBCOINS,<AMOUNT> Club Coins claimed
TID_REWARD_INFO_RESOURCE_GEARSCRAP,<AMOUNT> Scrap claimed
TID_SKIN_INFO_PIRATES,Pirate Skins
TID_SKIN_INFO_BRAWLENTINES,Brawlentine's Skins
TID_SHOP_BRAWLIDAYS_TITLE,BRAWLIDAYS
TID_SHOP_BRAWLIDAYS_INFO,Skin Set
TID_DONATION_GEAR_AND_LEVEL,Gear donation: <NAME> (Level <LEVEL>)
TID_BRAWLER_INDEX,BRAWLER <NUM>
TID_DUPLICATE_HERO_START_GAME,Each Brawler can only be picked once!
TID_SHOP_BRAWLENTINES_SKINS,Brawlentine's Skins
TID_SHOP_BRAWLENTINES_TITLE,BRAWLENTINE'S
TID_SHOP_BRAWLENTINES_INFO,Skin Set
TID_EMOTE_BUNDLE_BRAWLENTINES_PACK,Brawlentine's Skins Pin Set
TID_EMOTE_BUNDLE_BRAWLIDAYS_PACK,Brawlidays Skins Pin Set
TID_TAGTEAM_2,NO SURRENDER
TID_TAGTEAM_3,SHROUDING SERPENT
TID_TAGTEAM_4,BLOCK AND COUNTER
TID_TAGTEAM_5,WARRIOR'S WAY
TID_TAGTEAM_6,DUELIST'S DESTINY
TID_TAGTEAM_7,MEADOW OF THE CRANE
TID_TAGTEAM_8,NINJA CHECKMATE
TID_TAGTEAM_9,RIGID RAVINES
TID_TAGTEAM_10,MONKEY MAZE
TID_TAGTEAM_11,TIGER TRAP
TID_TAGTEAM_12,DANGER CHAMBER
TID_MATCHMAKE_FAILED_10,This feature is unsupported
TID_RANKED_TEAM_SELECT_HINT_GEAR,Select your Gears
TID_SHORT_ORDINAL_1,1st
TID_SHORT_ORDINAL_2,2nd
TID_SHORT_ORDINAL_3,3rd
TID_SHORT_ORDINAL_4,4th
TID_SHORT_ORDINAL_5,5th
TID_SHORT_ORDINAL_6,6th
TID_SHORT_ORDINAL_7,7th
TID_SHORT_ORDINAL_8,8th
TID_SHORT_ORDINAL_9,9th
TID_SHORT_ORDINAL_10,10th
TID_RANKED_TEAM_SELECT_HINT_SP_GADGET_GEAR,"Виберіть свою пасівку, гаджет і шестерню"
TID_CLUB_LEAGUE_SEASON_END_PROMOTION_INBOX,Congratulations! your Club has been promoted up <CLUBTIERS> Leagues for achieving RANK <POSITION> at the end of the Club League season.
