TID,DE
TID_CLUB_LEAGUE_ITEM_PROMOTING,ПІДВИЩУЙТЕ СВІЙ ПРОГРЕС І КУПУЙТЕ ЕКСКЛЮЗИВНІ СКІНИ:
TID_CLUB_LEAGUE_ITEM_PROMOTING_MULTIPLE,ВІДВІДАЙТЕ КЛУБНИЙ МАГАЗИН
TID_CLUB_LEAGUE_ITEM_DEMOTING,ВАША НАГОРОДА В КІНЦІ СЕЗОНУ
TID_CLUB_LEAGUE_ITEM_DEMOTING_MULTIPLE,ЗАЯВЛЕНО
TID_CLUB_LEAGUE_COLUMN_CLUB_NAME,ЩЕ НЕ РАНЖИРУВАНИЙ
TID_CLUB_LEAGUE_COLUMN_DAILY_RANKS,СЕЗОН РЕЄСТРАЦІЮ ЗАКРИТО
TID_CLUB_LEAGUE_COLUMN_TOTAL_POINTS,СПОСТЕРІГАЙТЕ ЗА ЦИМ СЕЗОНОМ
TID_CLUB_LEAGUE_COLUMN_MAX_REWARD,"Чекайте наступного сезону, щоб грати!"
TID_CLUB_LEAGUE_SHOP_DESC,Події наступного сезону:
TID_CLUB_LEAGUE_SHOP_BUTTON_DESC,Наступний сезон стартує в <TIME>
TID_CLUB_LEAGUE_BUTTON_VISIT_CLUB_SHOP,"Розіграйте всі квитки за сезон, щоб отримати індивідуальну максимальну нагороду!"
TID_CLUB_LEAGUE_SEASON_END_REWARD_DESC,КВИТКИ РОЗІГРАНІ:
TID_CLUB_LEAGUE_SEASON_END_REWARD_CLAIMED,<NUM>/<MAX>
TID_CLUB_LEAGUE_NOT_YET_RANKED,<NUM>/<MAX>
TID_CLUB_LEAGUE_SEASON_REGISTRATION_CLOSED,Купити
TID_CLUB_LEAGUE_SPECTATE_THIS_SEASON,або
TID_CLUB_LEAGUE_WAIT_NEXT_SEASON,НЕ ВИСТАЧАЄ КВИТКІВ
TID_CLUB_LEAGUE_NEXT_SEASONS_EVENTS,"Вам потрібно більше Золотих квитків, щоб грати!"
TID_CLUB_LEAGUE_NEXT_SEASON_STARTS_TIME,Недостатньо золотих квитків для покупки
TID_CLUB_LEAGUE_SEASON_TICKETS_REWARD_DESC,В даний час ця функція недоступна
TID_CLUB_LEAGUE_SEASON_TICKETS_PLAYED_TITLE,Клуб в даний час не входить в лігу
TID_CLUB_LEAGUE_SEASON_TICKETS_PLAYED,Клуб не бере участь у поточному сезоні ліги!
TID_CLUB_LEAGUE_SEASON_CLUB_COIN_REWARD,ЛОЛА
TID_CLUB_LEAGUE_BUY,ДИЛЕР УШКОДЖЕНЬ
TID_CLUB_LEAGUE_BUY_OR,"Наполовину гід, наполовину актриса і наполовину діва, Лола-головна героїня ""Брауливуда"".вона атакує своїм шарфом, і її Супер-це спрямоване прояв її Его."
TID_CLUB_LEAGUE_NOT_ENOUGH_TICKETS,ДІАМАНТОВІ ОЧІ
TID_CLUB_LEAGUE_NEED_MORE_GOLDEN_TICKETS,Улюблений аксесуар Лоли-це ще і її улюблена зброя! Він стріляє з очей короткими чергами і з великим франтівством.
TID_CLUB_LEAGUE_NOT_ENOUGH_GOLDEN_TICKETS_AVAILABLE_TO_PURCHASE,МАНІЯ ВЕЛИЧІ
TID_CLUB_LEAGUE_FEATURE_UNAVAILABLE,"Лола вивільняє своє Его, яке імітує кожен її рух. Але якщо він буде занадто близько до Лоли, то завдасть менше шкоди."
TID_CLUB_LEAGUE_NOT_IN_LEAGUE,ІМПРОВІЗУВАТИ
TID_CLUB_LEAGUE_NO_CURRENT_LEAGUE_SEASON,"Дійшовши до свого останнього раунду, Лола завдає додатковий шкоди <c00cc00><VALUE2>%</c>."
TID_DUPLICATOR,ЗАПЕЧАТАНИЙ ПОЦІЛУНКОМ
TID_DUPLICATOR_SHORT_DESC,"Снаряди з Его Лоли будуть оздоровлювати союзників, які опинилися на її шляху з допомогою <c00cc00><VALUE1></c> здоров'я."
TID_DUPLICATOR_DESC,СТОП-КАДР
TID_DUPLICATOR_WEAPON,"Его Лоли перестає рухатися, щоб прийняти позу! Отримання <c00cc00><VALUE1>%</c> щита для <c00cc00><VALUE2>< / c> секунд."
TID_DUPLICATOR_WEAPON_DESC,Клуби
TID_DUPLICATOR_ULTI,Розблоковано!
TID_DUPLICATOR_ULTI_DESC,У пошуках кращого клубу для вас...
TID_SPEC_ABI_DUPLICATOR_1,КЛУБНА ЛІГА
TID_SPEC_ABI_DUPLICATOR_1_DESC,"Приєднуйтесь до наступного сезону, щоб виграти ексклюзивні нагороди!"
TID_SPEC_ABI_DUPLICATOR_2,КЛУБ ЗНАЙДЕНИЙ!
TID_SPEC_ABI_DUPLICATOR_2_DESC,ЛАСКАВО ПРОСИМО В КЛУБ!
TID_ACCESSORY_DUPLICATOR_GADGET,ПОЇХАЛИ
TID_ACCESSORY_DUPLICATOR_GADGET_DESC,НЕОБХІДНІ ТРОФЕЇ
TID_CLUB_UNLOCK_TITLE_CLUBS,Тепер ви є членом:
TID_CLUB_UNLOCK_TITLE_UNLOCKED,"Ми думаємо, що цей клуб ідеально підходить для вас! Ви завжди можете піти і пошукати іншого. Крім того, ви також можете створити свій власний!"
TID_CLUB_UNLOCK_SEARCHING_FOR_CLUB,Ласкаво просимо у ваш новий клуб! Боріться разом з одноклубниками і досягайте вершин Ліг!
TID_CLUB_UNLOCK_CLUB_LEAGUE_TITLE,Клубна бирка
TID_CLUB_UNLOCK_JOIN_NEXT_SEASON,Тип
TID_CLUB_UNLOCK_CLUB_FOUND,БІЙКА-ПРО-ВИН
TID_CLUB_UNLOCK_WELCOME_TO_CLUB,Набір шкіри
TID_CLUB_UNLOCK_LETS_GO,Brawl-o-ween skins
TID_CLUB_UNLOCK_REQUIRED_TROPHIES,Новий сезон!
TID_CLUB_UNLOCK_INFO_TITLE,Сезон закінчився
TID_CLUB_UNLOCK_FOUND_DESC,КЛУБНА ЛІГА
TID_CLUB_UNLOCK_FOUND_CLUB_DESC,НОВИНКА!
TID_CLUB_UNLOCK_STAT_TAG,ДЕНЬ ПОДІЇ <NUM> РОЗПОЧАВСЯ!
TID_CLUB_UNLOCK_STAT_TYPE,ДЕНЬ ПОДІЇ <NUM> ЗАКІНЧИВСЯ!
TID_SHOP_BRAWLOWEEN_TITLE,ПРИЙНЯТИ
TID_SHOP_BRAWLOWEEN_INFO,ПОЇХАЛИ
TID_SKIN_INFO_BRAWLOWEEN,ПРИЙНЯТИ
TID_CLUB_LEAGUE_FLOW_NEW_SEASON,ПОЇХАЛИ
TID_CLUB_LEAGUE_FLOW_SEASON_ENDED,ПРИЙНЯТИ
TID_CLUB_LEAGUE_FLOW_CLUB_LEAGUE,ПРИЙНЯТИ
TID_CLUB_LEAGUE_FLOW_DAY_NEW,Сезонне звання
TID_CLUB_LEAGUE_FLOW_EVENT_DAY_STARTED,ВАША НАГОРОДА В КІНЦІ СЕЗОНУ
TID_CLUB_LEAGUE_FLOW_EVENT_DAY_ENDED,Квитки розіграні
TID_CLUB_LEAGUE_FLOW_BUTTON_GO,<NUM><cA4B7E0>/<MAX></c>
TID_CLUB_LEAGUE_FLOW_BUTTON_GO_SEASON_START,<NUM>/<MAX>
TID_CLUB_LEAGUE_FLOW_BUTTON_GO_SEASON_END,ПІДВИЩИЛИ
TID_CLUB_LEAGUE_FLOW_BUTTON_GO_DAY_START,Заправка!
TID_CLUB_LEAGUE_FLOW_BUTTON_GO_DAY_END,Заправка на наступний день заходу
TID_CLUB_LEAGUE_FLOW_BUTTON_GO_LEAGUE_PROMOTION,Покупка не вдалася
TID_CLUB_LEAGUE_FLOW_SEASON_RANK,Не вистачає монет!
TID_CLUB_LEAGUE_FLOW_END_OF_SEASON_REWARD,Не вистачає дорогоцінних каменів!
TID_CLUB_LEAGUE_FLOW_TICKETS_PLAYED_TITLE,Квитки недоступні для покупки!
TID_CLUB_LEAGUE_FLOW_TICKETS_PLAYED,Сезон закінчується в <ЧАС>
TID_CLUB_LEAGUE_FLOW_CLUB_COIN_REWARD,ЗОЛОТІ КВИТКИ
TID_CLUB_LEAGUE_FLOW_PROMOTED,"Ви можете грати до <cFEA305><NUM> Golden Tickets</c > протягом сезону Клубної ліги. Використовуйте їх, щоб грати додаткові матчі і заробляти більше клубних трофеїв. Золоті квитки можуть поліпшити щоденний рейтинг вашого клубу в той день, коли вони використовуються.Всі Золоті квитки, що залишилися в кінці сезону, будуть автоматично перенесені на наступний сезон.Квитки nGolden не враховуються при розрахунку винагород в кінці сезону."
TID_CLUB_LEAGUE_FLOW_TICKET_REFILL,Отримай ще...
TID_CLUB_LEAGUE_TICKET_REFILL_BUBBLE,Отримаєте ще один Золотий квиток!
TID_CLUB_LEAGUE_BUY_GOLD_TICKETS_ERROR_1,Отримайте більше Золотих квитків!
TID_CLUB_LEAGUE_BUY_GOLD_TICKETS_ERROR_NOT_ENOUGH_COINS,"Більше немає золотих квитків, доступних для покупки"
TID_CLUB_LEAGUE_BUY_GOLD_TICKETS_ERROR_NOT_ENOUGH_GEMS,У вас є: <NUM>
TID_CLUB_LEAGUE_BUY_GOLD_TICKETS_ERROR_3,<NUM>/<MAX> зіграно
TID_CLUB_LEAGUE_SEASON_ENDS_IN_TIME,Ваші Золоті квитки в цьому сезоні:
TID_CLUB_LEAGUE_TICKET_SHOP_TITLE,ПАКЕТ ЗОЛОТИХ КВИТКІВ
TID_CLUB_LEAGUE_TICKET_SHOP_INFO,ЗОЛОТИЙ КВИТОК
TID_CLUB_LEAGUE_TICKETS_GET_MORE,Немає в наявності
TID_CLUB_LEAGUE_TICKETS_GET_MORE_ONE,Не вистачає місця
TID_CLUB_LEAGUE_TICKETS_GET_MORE_UP_TO_NUM,Покупка квитків в даний час недоступна
TID_CLUB_LEAGUE_TICKETS_NO_MORE_TICKETS,"Схоже, вам потрібно більше квитків, щоб продовжити грати в Клубну лігу! Ви можете придбати грати до <NUM> <cFEA305>Золотих квитків</c> за сезон! При тактичному використанні Золоті квитки можуть поліпшити щоденний рейтинг вашого клубу в той день, коли вони використовуються."
TID_CLUB_LEAGUE_TICKETS_OWNED,ДНІ ПРОВЕДЕННЯ ЗАХОДІВ
TID_CLUB_LEAGUE_TICKETS_PLAYED,ДНІ ПРОВЕДЕННЯ ЗАХОДІВ
TID_CLUB_LEAGUE_YOUR_GOLDEN_TICKETS_THIS_SEASON,ДЕНЬ ПОДІЇ <NUM>
TID_CLUB_LEAGUE_GOLDEN_TICKET_PACK,Заходи
TID_CLUB_LEAGUE_GOLDEN_TICKET,Розблокується при
TID_CLUB_LEAGUE_TICKET_OUT_OF_STOCK,"Показати <cFFDA14>max</c> Клубні трофеї, доступні для збору"
TID_CLUB_LEAGUE_TICKET_NOT_ENOUGH_SPACE,ІНФОРМАЦІЯ ПРО КЛУБНІЙ ЛІЗІ
TID_CLUB_LEAGUE_GOLDEN_TICKETS_NOT_AVAILABLE,Сезони і Дні подій
TID_CLUB_LEAGUE_GOLDEN_TICKET_TUTORIAL,<cFCBC22>СЕЗОНИ І ДНІ ПОДІЙ</c>
TID_CLUB_LEAGUE_EVENT_SCHEDULE_BUTTON,"Протягом кожного щотижневого сезону ваш клуб буде змагатися з 7 іншими клубами у вашій Лізі.Грайте в події Клубної ліги протягом 3 днів і вигравайте щоденні клубні трофеї для свого клубу. Клуби з найбільшою кількістю трофеїв в кінці кожного дня запрацюють найбільшу кількість очок в таблиці лідерів сезону.Трофеї клубу СКИДАЮТЬСЯ в кінці кожного дня заходу. ПОРАДА: Об'єднуйтеся з іншими членами клубу, щоб заробити бонусні клубні трофеї!</c>"
TID_CLUB_LEAGUE_EVENT_DAYS_TITLE,Квитки
TID_CLUB_LEAGUE_EVENT_SCHEDULE_DAY_TITLE,<cFCBC22>КВИТКИ</c>
TID_CLUB_LEAGUE_EVENTS_TITLE,"Для участі в заходах Клубної ліги потрібні квитки. У кожного члена клубу будуть квитки на участь в кожній події.\n\n Розіграйте всі свої квитки, щоб максимізувати нагороду за сезон, і отримати як можна більше клубних трофеїв для свого клубу!"
TID_CLUB_LEAGUE_EVENT_UNLOCKS_AT,Ліги
TID_CLUB_LEAGUE_SHOW_TICKETS_TOGGLE,<cFCBC22>ЛІГИ</c>
TID_CLUB_LEAGUE_INFO_TITLE,"Клуби, які набрали найбільшу кількість очок в сезоні в кінці тижня, будуть переведені в наступну лігу, в той час як нижні клуби будуть понижені у посаді. Підніміться у вищу лігу за більш високими викликами і нагородами."
TID_CLUB_LEAGUE_INFO_PAGE_1_MARKER,Клубний магазин
TID_CLUB_LEAGUE_INFO_PAGE_1_TITLE,<cFCBC22>КЛУБНИЙ МАГАЗИН</c>
TID_CLUB_LEAGUE_INFO_PAGE_1_DESC,"Участь у Клубній лізі приносить вам клубні монети. Чим вище ваш рейтинг Ліги сезону, тим більше клубних монет ви можете виграти. Розіграйте всі свої квитки за сезон, щоб отримати всі нагороди за клубні монети.Витратьте свої клубні монети в клубному магазині! Ви можете знайти ексклюзивні скіни, запастися додатковими очками сили, монетами і предметами спорядження. Перевірте це!"
TID_CLUB_LEAGUE_INFO_PAGE_2_MARKER,ЗМАГАЙТЕСЯ З 7 КЛУБАМИ
TID_CLUB_LEAGUE_INFO_PAGE_2_TITLE,3 ДНІ ЗАХОДУ
TID_CLUB_LEAGUE_INFO_PAGE_2_DESC,ГРАЙТЕ В ТУРНІРИ ЗА КЛУБНІ ТРОФЕЇ
TID_CLUB_LEAGUE_INFO_PAGE_3_MARKER,РОБІТЬ ВСЕ МОЖЛИВЕ КОЖЕН ДЕНЬ ЗАХОДУ...
TID_CLUB_LEAGUE_INFO_PAGE_3_TITLE,ЩОБ ОЧОЛИТИ ТАБЛИЦЮ ЛІДЕРІВ СЕЗОНУ!
TID_CLUB_LEAGUE_INFO_PAGE_3_DESC,ЗАХОДИ ВАРТІСТЬ КВИТКІВ
TID_CLUB_LEAGUE_INFO_PAGE_4_MARKER,ВИ ОТРИМУЄТЕ КВИТКИ ЩОДНЯ ЗАХОДИ
TID_CLUB_LEAGUE_INFO_PAGE_4_TITLE,РОЗІГРАЙТЕ ВСІ СВОЇ КВИТКИ ЗА МАКСИМАЛЬНУ ВИНАГОРОДУ
TID_CLUB_LEAGUE_INFO_PAGE_4_DESC,СЕЗОН ЗАКІНЧУЄТЬСЯ ПІСЛЯ ПОДІЇ ДЕНЬ 3
TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_1,КЛУБИ З НАЙВИЩИМ РЕЙТИНГОМ ПРОСУВАЮТЬСЯ ПО СЛУЖБІ
TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_2,КЛУБИ З НАЙНИЖЧИМ РЕЙТИНГОМ ЗНИЖУЮТЬСЯ НА ПОСАДІ
TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_3,КОЖЕН БЕРЕ УЧАСТЬ ГРАВЕЦЬ ОТРИМУЄ КЛУБНІ МОНЕТИ
TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_4,ВІДВІДАЙТЕ КЛУБНИЙ МАГАЗИН FOR...
TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_5,ЕКСКЛЮЗИВНІ СКІНИ!
TID_CLUB_LEAGUE_INFO_PAGE_2_IMAGE_1,ОКУЛЯРИ СИЛИ ДЛЯ БУДЬ-ЯКОГО СКАНДАЛІСТА!
TID_CLUB_LEAGUE_INFO_PAGE_2_IMAGE_2,ПРЕДМЕТИ СПОРЯДЖЕННЯ ДЛЯ ЗАБІЯК БІЛЬШЕ 10 РІВНЯ ПОТУЖНОСТІ!
TID_CLUB_LEAGUE_INFO_PAGE_2_IMAGE_3,КЛУБНА ЛІГА
TID_CLUB_LEAGUE_INFO_PAGE_3_IMAGE_1,Щотижневі клубні змагання
TID_CLUB_LEAGUE_INFO_PAGE_3_IMAGE_2,8 Клубів змагаються кожен сезон
TID_CLUB_LEAGUE_INFO_PAGE_3_IMAGE_3,"Натисніть, щоб продовжити"
TID_CLUB_LEAGUE_INFO_PAGE_3_IMAGE_4,ПОЇХАЛИ
TID_CLUB_LEAGUE_INFO_PAGE_4_IMAGE_1,3 Дні заходу
TID_CLUB_LEAGUE_INFO_PAGE_4_IMAGE_2,Єднайтеся зі своїм клубом!
TID_CLUB_LEAGUE_INFO_PAGE_4_IMAGE_3,Заходи
TID_CLUB_LEAGUE_INFO_PAGE_4_IMAGE_4,Вартість квитків на виставу
TID_CLUB_LEAGUE_ONBOARDING_TITLE,Заробляйте клубні трофеї
TID_CLUB_LEAGUE_ONBOARDING_WELCOME,Ще більше трофеїв
TID_CLUB_LEAGUE_ONBOARDING_COMPETE_DESC,Значить більше очок
TID_CLUB_LEAGUE_ONBOARDING_TAP_TO_CONTINUE,Щоб піднятися в таблицю лідерів
TID_CLUB_LEAGUE_ONBOARDING_LETS_GO,Клубні монети винагороджуються в кінці тижня!
TID_CLUB_LEAGUE_ONBOARDING_EVENT_DAYS,Витратьте свої клубні монети в клубному магазині!
TID_CLUB_LEAGUE_ONBOARDING_TEAM_UP,ДЕНЬ 1
TID_CLUB_LEAGUE_ONBOARDING_EVENTS,ДЕНЬ 2
TID_CLUB_LEAGUE_ONBOARDING_TICKETS,ДЕНЬ 3
TID_CLUB_LEAGUE_ONBOARDING_CLUB_TROPHIES,Максимальна нагорода:
TID_CLUB_LEAGUE_ONBOARDING_MORE_TROPHIES_1,КЛУБНИЙ МАГАЗИН
TID_CLUB_LEAGUE_ONBOARDING_MORE_TROPHIES_2,КЛУБНИЙ МАГАЗИН
TID_CLUB_LEAGUE_ONBOARDING_MORE_TROPHIES_3,Підвищуйте свій прогрес і купуйте ексклюзивні скіни!
TID_CLUB_LEAGUE_ONBOARDING_CLUB_COIN_REWARDS,Скандаліст замкнений
TID_CLUB_LEAGUE_ONBOARDING_CLUB_SHOP,"Розблокуйте Brawler, щоб купити цей скін!"
TID_CLUB_LEAGUE_ONBOARDING_DAY_1,"КІНЕЦЬ СЕЗОНУ КЛУБНОЇ ЛІГИ: Ваш Клуб досяг РАНГУ <РЕЙТИНГ>, і в якості нагороди ви отримали <МОНЕТИ> <cEE1B39>Клубні монети</c>!"
TID_CLUB_LEAGUE_ONBOARDING_DAY_2,"КІНЕЦЬ СЕЗОНУ КЛУБНОЇ ЛІГИ: Ваш клуб досяг РАНГУ <РЕЙТИНГ>, але ви не брали участь у змаганнях в цьому сезоні. Беріть участь у наступному сезоні, щоб заробити клубні монети!"
TID_CLUB_LEAGUE_ONBOARDING_DAY_3,МАКСИМАЛЬНІ НАГОРОДИ В КІНЦІ СЕЗОНУ
TID_CLUB_LEAGUE_SEASON_MAX_REWARD,"Розіграйте всі свої квитки за сезон, щоб отримати максимальну нагороду!"
TID_CLUB_SHOP_TITLE,МАКС
TID_CLUB_SHOP_BUTTON,Просування у вищу лігу
TID_CLUB_SHOP_DESC,Пониження в посаді до нижчої ліги
TID_CLUB_SHOP_SKIN_BRAWLER_LOCKED,Шукаємо Команду:
TID_CLUB_SHOP_SKIN_BRAWLER_LOCKED_DESC,Шукаю гравців:
TID_CLUB_LEAGUE_SEASON_END_NOTIFICATION,РАНГИ ГРАВЦІВ
TID_CLUB_LEAGUE_SEASON_END_NOTIFICATION_NO_REWARD,СЕЗОН КЛУБНОЇ ЛІГИ
TID_CLUB_LEAGUE_SEASON_REWARD_TABLE_TITLE,ДЕНЬ ПОДІЇ <NUM>
TID_CLUB_LEAGUE_SEASON_REWARD_TABLE_SUBTITLE,ДЕНЬ ПОДІЇ
TID_CLUB_LEAGUE_SEASON_REWARD_MAX,<NUM>/<MAX>
TID_CLUB_LEAGUE_SEASON_PROMOTING_DESC,Ти вже в Клубі!
TID_CLUB_LEAGUE_SEASON_DEMOTING_DESC,Там вже є клубна команда!
TID_CLUB_LEAGUE_LOOKING_FOR_TEAM,Є одноклубники онлайн!
TID_CLUB_LEAGUE_LOOKING_FOR_PLAYERS,ЛАСКАВО ПРОСИМО У ВАШ НОВИЙ КЛУБ
TID_CLUB_INFO_TAB_PLAYER_RANKS,"Всі клуби увійдуть в Клубну лігу, де кожен клуб може мати до <NUM> членів. Це ваш новий клуб для участі в цьому конкурсі!Ми сподіваємося, що ви весело проведете час у своєму новому клубі і отримаєте задоволення від гри в лігах!"
TID_CLUB_INFO_TAB_LEAGUE_SEASON,ПОЇХАЛИ!
TID_CLUB_INFO_TAB_LEAGUE_EVENT_DAY,Тепер ви є членом:
TID_CLUB_INFO_TAB_LEAGUE_EVENT_DAY_NONE,Силова сірник
TID_CLUB_MEMBER_LEAGUE_TICKETS,<cE8004C>ВІДПОВІДНІСТЬ ПОТУЖНОСТІ</c>
TID_CLUB_UNLOCK_ALREADY_IN_CLUB,<cE8004C>ВІДПОВІДНІСТЬ ПОТУЖНОСТІ</c>
TID_LOOKING_FOR_CLUB_TEAM_FOUND_SUGGESTION,СИЛОВА СІРНИК
TID_LOOKING_FOR_CLUB_PLAYERS_FOUND_SUGGESTION,ТРОФЕЇ
TID_CLUB_MIGRATION_POPUP_TITLE,РАНГ ЛІГИ ВЛАДИ
TID_CLUB_MIGRATION_POPUP_DESC,ОСТАННІЙ ОНЛАЙН
TID_CLUB_MIGRATION_LETS_GO,Ім'я
TID_CLUB_MIGRATION_NEW_CLUB_DESC,ВИКОРИСТАНІ КВИТКИ
TID_FRIEND_STATUS_POWER_MATCH,КЛУБНІ ТРОФЕЇ
TID_CLAN_MEMBER_ONLINE_STATUS_16,СИЛОВИЙ МАТЧ КЛУБНОЇ ЛІГИ
TID_TEAM_MEMBER_STATUS_16,"Reach RANK <РАНГ>, щоб розблокувати повтори Power Match"
TID_TEAM_MEMBER_STATUS_NEW_16,Не можу почати матч. Ви відсторонені від участі в силових матчах Клубної ліги на <ЧАС>.
TID_CLUB_INFO_COLUMN_TROPHIES,"Ви покинули Силовий матч Клубної ліги ще до того, як він закінчився! Повторне виконання цієї вимоги призведе до тимчасового відсторонення від участі в матчах Клубної ліги."
TID_CLUB_INFO_COLUMN_POWER_LEAGUE_RANK,"Ви були тимчасово відсторонені від участі в матчах Клубної ліги з-за того, що пропустили занадто багато матчів!повторні правопорушення тягнуть за собою більш тривалі дискваліфікації."
TID_CLUB_INFO_COLUMN_LAST_ONLINE,ПЕРЕМОЖНИЙ МАТЧ
TID_CLUB_INFO_COLUMN_NAME,НІЧИЯ
TID_CLUB_INFO_COLUMN_TICKETS_USED,ПРОГРАТИ МАТЧ
TID_CLUB_INFO_COLUMN_CLUB_TROPHIES,Об'єднуйтеся з Рэндомами
TID_BATTLE_LOG_RANKED_CLUB_LEAGUE,Об'єднуйтеся з членами клубу
TID_BATTLE_LOG_REPLAY_INFO_REPLAYS_RANKED_CLUB_LEAGUE,НАГОРОДИ КЛУБНИХ ТРОФЕЇВ
TID_RANKED_COOLDOWN_FLOATER_CLUB_LEAGUE,ЖЕТОНИ ПЕРЕДАЧ
TID_MSG_RANKED_CLUB_LEAGUE_ABANDON_MATCH,ШЕСТЕРНИЙ ЖЕТОН
TID_MSG_RANKED_CLUB_LEAGUE_ABANDON_MATCH_BANNED,ЗУБЧАСТИЙ БРУХТ
